id;actor1_name;actor1_gender;actor2_name;actor2_gender;actor3_name;actor3_gender;actor4_name;actor4_gender;actor5_name;actor5_gender;actor_number;director_name;director_gender;director_number;producer_name;producer_number;screeplay_name;editor_name
630;Judy Garland;1;Frank Morgan;2;Ray Bolger;0;Bert Lahr;2;Jack Haley;0;12;Victor Fleming;0;1;Mervyn LeRoy;2;Edgar Allan Woolf;Blanche Sewell
631;George O'Brien;2;Janet Gaynor;1;Margaret Livingston;1;Bodil Rosing;0;J. Farrell MacDonald;2;25;F.W. Murnau;2;1;William Fox;1;Carl Mayer;Harold D. Schuster
632;William Holden;2;Don Taylor;2;Otto Preminger;2;Robert Strauss;2;Harvey Lembeck;2;18;Billy Wilder;0;1;Billy Wilder;1;Billy Wilder;George Tomasini
633;Rutger Hauer;2;Jeroen Krabbé;0;Susan Penhaligon;1;Edward Fox;2;Lex van Delden;0;19;Paul Verhoeven;2;1;Rob Houwer;1;Kees Holierhoek;Jane Sperr
634;Renée Zellweger;1;Colin Firth;2;Hugh Grant;2;Gemma Jones;1;Jim Broadbent;2;23;Sharon Maguire;1;1;Tim Bevan;3;Helen Fielding;Martin Walsh
635;Mickey Rourke;2;Robert De Niro;2;Lisa Bonet;1;Charlotte Rampling;1;Stocker Fontelieu;2;17;Alan Parker;2;1;Alan Marshall;2;Alan Parker;Gerry Hambling
636;Robert Duvall;2;Donald Pleasence;2;Don Pedro Colley;2;Maggie McOmie;0;Ian Wolfe;2;14;George Lucas;2;1;Edward Folger;2;George Lucas;George Lucas
637;Nicoletta Braschi;1;Roberto Benigni;2;Giorgio Cantarini;0;Giustino Durano;2;Amerigo Fontani;0;23;Roberto Benigni;2;1;John Davis;3;Roberto Benigni;Simona Paggi
638;Bill Pullman;2;Patricia Arquette;1;John Roselius;2;Louis Eppolito;0;Robert Blake;2;41;David Lynch;2;1;Tom Sternberg;3;none;Mary Sweeney
639;Meg Ryan;1;Billy Crystal;2;Carrie Fisher;1;Bruno Kirby;2;Steven Ford;2;16;Rob Reiner;2;1;Rob Reiner;5;Nora Ephron;Robert Leighton
640;Leonardo DiCaprio;2;Tom Hanks;2;Christopher Walken;2;Martin Sheen;2;Nathalie Baye;1;123;Steven Spielberg;2;1;Steven Spielberg;2;Jeff Nathanson;Michael Kahn
641;Ellen Burstyn;1;Jared Leto;2;Jennifer Connelly;1;Marlon Wayans;2;Christopher McDonald;2;27;Darren Aronofsky;2;1;Eric Watson;2;Darren Aronofsky;Jay Rabinowitz
642;Paul Newman;2;Robert Redford;2;Katharine Ross;0;Strother Martin;2;Henry Jones;2;21;George Roy Hill;2;1;John Foreman;1;William Goldman;John C. Howard
643;Aleksandr Antonov;2;Vladimir Barsky;0;Grigori Aleksandrov;2;Ivan Bobrov;0;Mikhail Gomorov;0;11;Sergei M. Eisenstein;2;1;Brian Shirey;1;Sergei M. Eisenstein;Grigori Aleksandrov
644;Haley Joel Osment;2;Frances O'Connor;1;Sam Robards;2;Jake Thomas;2;Jude Law;2;23;Steven Spielberg;2;1;Bonnie Curtis;3;Steven Spielberg;Michael Kahn
646;Sean Connery;2;Ursula Andress;1;Joseph Wiseman;2;Jack Lord;2;Bernard Lee;2;11;Terence Young;2;1;Albert R. Broccoli;2;Richard Maibaum;Peter R. Hunt
647;Takahiro Sakurai;2;Toshiyuki Morikawa;2;Ayumi Ito;1;Keiji Fujiwara;0;Kyosuke Ikeda;0;22;Tetsuya Nomura;0;2;Yoshinori Kitase;2;none;Keiichi Kojima
648;Jean Marais;2;Josette Day;0;Marcel André;0;Mila Parély;0;Nane Germon;1;8;Jean Cocteau;2;1;André Paulvé;1;Jean Cocteau;Claude Ibéria
649;Catherine Deneuve;1;Michel Piccoli;2;Jean Sorel;2;Geneviève Page;0;Pierre Clémenti;2;19;Luis Buñuel;2;1;Henri Baum;3;Luis Buñuel;Louisette Hautecoeur
650;Laurence Fishburne;2;Cuba Gooding Jr.;2;Ice Cube;2;Morris Chestnut;2;Angela Bassett;1;13;John Singleton;2;1;Steve Nicolaides;1;none;Bruce Cannon
651;Donald Sutherland;2;Elliott Gould;2;Tom Skerritt;2;Sally Kellerman;1;Robert Duvall;2;25;Robert Altman;2;1;Ingo Preminger;2;Ring Lardner, Jr.;Danford B. Greene
652;Brad Pitt;2;Orlando Bloom;2;Eric Bana;2;Brian Cox;2;Sean Bean;2;20;Wolfgang Petersen;2;1;Colin Wilson;3;David Benioff;Peter Honess
653;Max Schreck;0;Gustav von Wangenheim;2;Greta Schröder;0;Alexander Granach;0;Georg H. Schnell;0;17;F.W. Murnau;2;1;Albin Grau;2;Henrik Galeen;none
654;Marlon Brando;2;Karl Malden;2;Lee J. Cobb;2;Rod Steiger;2;Pat Henning;2;22;Elia Kazan;2;1;Sam Spiegel;1;Budd Schulberg;Gene Milford
655;Harry Dean Stanton;2;Nastassja Kinski;1;Dean Stockwell;2;Hunter Carson;2;Aurore Clément;1;13;Wim Wenders;2;1;Don Guest;2;none;Peter Przygodda
657;Sean Connery;2;Daniela Bianchi;0;Pedro Armendáriz;2;Lotte Lenya;1;Robert Shaw;2;45;Terence Young;2;1;Albert R. Broccoli;2;Richard Maibaum;Peter R. Hunt
658;Sean Connery;2;Honor Blackman;1;Gert Fröbe;2;Shirley Eaton;1;Tania Mallet;0;27;Guy Hamilton;2;1;Albert R. Broccoli;2;Richard Maibaum;Peter R. Hunt
659;Mario Adorf;2;Angela Winkler;1;David Bennent;2;Katharina Thalbach;1;Daniel Olbrychski;2;20;Volker Schlöndorff;2;1;Anatole Dauman;2;Jean-Claude Carrière;Suzanne Baron
660;Sean Connery;2;Claudine Auger;1;Adolfo Celi;2;Luciana Paluzzi;1;Rik Van Nutter;2;19;Terence Young;2;1;Albert R. Broccoli;3;Richard Maibaum;Ernest Hosler
661;Hanna Schygulla;1;Klaus Löwitsch;2;Ivan Desny;2;George Eagles;0;Gisela Uhlen;1;12;Rainer Werner Fassbinder;2;1;Michael Fengler;4;Pea Fröhlich;Rainer Werner Fassbinder
662;Jean Négroni;0;Hélène Chatelain;0;Davos Hanich;0;Jacques Ledoux;0;André Heinrich;0;13;Chris Marker;0;1;Anatole Dauman;1;Chris Marker;Jean Ravel
663;Tobin Bell;2;Scott Patterson;2;Costas Mandylor;2;Betsy Russell;1;Lyriq Bent;2;21;Darren Lynn Bousman;2;1;Oren Koules;3;Patrick Melton;Brett Sullivan
664;Helen Hunt;1;Bill Paxton;2;Cary Elwes;2;Jami Gertz;1;Philip Seymour Hoffman;2;16;Jan de Bont;2;1;Ian Bryce;3;Anne-Marie Martin;Michael Kahn
665;Charlton Heston;2;Jack Hawkins;2;Haya Harareet;1;Stephen Boyd;2;Hugh Griffith;0;57;William Wyler;2;1;William Wyler;2;Karl Tunberg;John D. Dunning
666;Fernanda Montenegro;1;Marília Pêra;1;Vinícius de Oliveira;2;Othon Bastos;2;Otávio Augusto;0;19;Walter Salles;2;1;Arthur Cohn;6;Marcos Bernstein;Felipe Lacerda
667;Sean Connery;2;Akiko Wakabayashi;1;Karin Dor;1;Mie Hama;0;Tetsurō Tamba;2;16;Lewis Gilbert;2;1;Albert R. Broccoli;2;Roald Dahl;none
668;George Lazenby;2;Diana Rigg;1;Telly Savalas;2;Gabriele Ferzetti;2;Ilse Steppat;0;23;Peter R. Hunt;0;1;Albert R. Broccoli;3;Richard Maibaum;John Glen
669;Allakariallak;0;Nyla;0;Cunayou;0;Allee;0;Allegoo;0;5;Robert J. Flaherty;0;1;Robert J. Flaherty;1;Robert J. Flaherty;Robert J. Flaherty
670;Choi Min-sik;2;Yoo Ji-tae;2;Kang Hye-jung;1;Kim Byeong-ok;2;Oh Dal-su;2;13;Park Chan-wook;2;1;Seung-yong Lim;1;Park Chan-wook;Kim Sang-beom
671;Daniel Radcliffe;2;Rupert Grint;2;Emma Watson;1;Richard Harris;2;Tom Felton;2;58;Chris Columbus;2;1;David Heyman;1;Steve Kloves;Richard Francis-Bruce
672;Daniel Radcliffe;2;Rupert Grint;2;Emma Watson;1;Richard Harris;2;Alan Rickman;2;61;Chris Columbus;2;1;David Heyman;1;Steve Kloves;Peter Honess
673;Daniel Radcliffe;2;Rupert Grint;2;Emma Watson;1;Gary Oldman;2;David Thewlis;2;51;Alfonso Cuarón;2;1;David Heyman;3;Steve Kloves;Steven Weisberg
674;Daniel Radcliffe;2;Rupert Grint;2;Emma Watson;1;Ralph Fiennes;2;Michael Gambon;2;65;Mike Newell;2;1;David Heyman;1;Steve Kloves;Mick Audsley
675;Daniel Radcliffe;2;Rupert Grint;2;Emma Watson;1;Michael Gambon;2;Ralph Fiennes;2;80;David Yates;2;1;David Heyman;1;Michael Goldenberg;Mark Day
676;Ben Affleck;2;Josh Hartnett;2;Kate Beckinsale;1;Cuba Gooding Jr.;2;Jon Voight;2;101;Michael Bay;2;1;Jerry Bruckheimer;6;Randall Wallace;Chris Lebenzon
677;David Albritton;0;Jack Beresford;0;Henri de Baillet-Latour;0;Philip Edwards;0;Donald Finlay;0;20;Leni Riefenstahl;1;1;Leni Riefenstahl;1;Leni Riefenstahl;Leni Riefenstahl
678;Robert Mitchum;2;Jane Greer;1;Kirk Douglas;2;Rhonda Fleming;1;Richard Webb;2;37;Jacques Tourneur;0;1;Warren Duff;1;Daniel Mainwaring;Samuel E. Beetley
679;Sigourney Weaver;1;Michael Biehn;2;James Remar;2;Paul Reiser;2;Lance Henriksen;2;26;James Cameron;2;1;Gale Anne Hurd;1;James Cameron;Ray Lovejoy
680;John Travolta;2;Samuel L. Jackson;2;Uma Thurman;1;Bruce Willis;2;Ving Rhames;2;54;Quentin Tarantino;2;1;Lawrence Bender;1;Quentin Tarantino;Sally Menke
681;Sean Connery;2;Jill St. John;1;Charles Gray;2;Lana Wood;1;Jimmy Dean;2;23;Guy Hamilton;2;1;Albert R. Broccoli;3;Tom Mankiewicz;Bert Bates
682;Roger Moore;2;Christopher Lee;2;Britt Ekland;1;Maud Adams;1;Hervé Villechaize;2;16;Guy Hamilton;2;1;Albert R. Broccoli;3;Richard Maibaum;Raymond Poulton
685;Jack Beresford;0;Ralf Berzsenyi;0;Ferenc Csík;0;Richard Degener;0;Willemijntje den Ouden;0;18;Leni Riefenstahl;1;1;Leni Riefenstahl;1;Leni Riefenstahl;Leni Riefenstahl
686;Jodie Foster;1;Matthew McConaughey;2;James Woods;2;John Hurt;2;Tom Skerritt;2;108;Robert Zemeckis;2;1;Robert Zemeckis;2;James V. Hart;Arthur Schmidt
687;Susan Sarandon;1;Sean Penn;2;Robert Prosky;2;Raymond J. Barry;2;R. Lee Ermey;2;42;Tim Robbins;2;1;Tim Robbins;3;Helen Prejean;Lisa Zeno Churgin
688;Meryl Streep;1;Clint Eastwood;2;Annie Corley;1;Victor Slezak;2;Jim Haynie;2;12;Clint Eastwood;2;1;Clint Eastwood;4;Richard LaGravenese;Joel Cox
689;Eva Kotamanidou;0;Aliki Georgouli;0;Stratos Pahis;0;Vangelis Kazan;0;Maria Vassiliou;0;8;Theo Angelopoulos;2;1;Lefteris Haronitis;4;Theo Angelopoulos;Takis Davlopoulos
690;Martin LaSalle;2;Marika Green;1;Jean Pélégri;2;Dolly Scal;0;Pierre Leymarie;2;8;Robert Bresson;2;1;Agnès Delahaie;1;Robert Bresson;Raymond Lamy
691;Roger Moore;2;Barbara Bach;1;Curd Jürgens;2;Richard Kiel;0;Caroline Munro;1;29;Lewis Gilbert;2;1;Albert R. Broccoli;2;Christopher Wood;John Glen
692;Divine;2;David Lochary;0;Mary Vivian Pearce;0;Mink Stole;1;Danny Mills;0;11;John Waters;2;1;John Waters;1;John Waters;John Waters
693;Ben Stiller;2;Teri Polo;1;Robert De Niro;2;Dustin Hoffman;2;Barbra Streisand;0;19;Jay Roach;2;1;Robert De Niro;3;Jim Herzfeld;Alan Baumgarten
694;Jack Nicholson;2;Shelley Duvall;0;Danny Lloyd;2;Scatman Crothers;2;Barry Nelson;2;12;Stanley Kubrick;2;1;Stanley Kubrick;1;Stanley Kubrick;Ray Lovejoy
695;Julianne Moore;1;Andie MacDowell;1;Tim Robbins;2;Jack Lemmon;2;Anne Archer;1;31;Robert Altman;2;1;Cary Brokaw;3;Robert Altman;Suzy Elmiger
696;Woody Allen;2;Diane Keaton;1;Michael Murphy;2;Mariel Hemingway;1;Meryl Streep;1;15;Woody Allen;2;1;Charles H. Joffe;1;Woody Allen;Susan E. Morse
697;Vladimir Popov;0;Vasili Nikandrov;0;Layaschenko;0;Boris Livanov;2;Mikholyev;0;6;Sergei M. Eisenstein;2;2;none;0;Sergei M. Eisenstein;none
698;Roger Moore;2;Lois Chiles;1;Michael Lonsdale;2;Corinne Cléry;1;Richard Kiel;0;19;Lewis Gilbert;2;1;Albert R. Broccoli;2;Christopher Wood;John Glen
699;Roger Moore;2;Carole Bouquet;1;Chaim Topol;2;Lynn-Holly Johnson;1;Julian Glover;2;40;John Glen;2;1;Albert R. Broccoli;2;Richard Maibaum;John Grover
700;Roger Moore;2;Maud Adams;1;Louis Jourdan;2;Kristina Wayborn;1;Kabir Bedi;0;83;John Glen;2;1;Albert R. Broccoli;2;George MacDonald Fraser;Peter Davies
701;Buster Keaton;2;Joe Roberts;2;Natalie Talmadge;0;Ralph Bushman;0;Craig Ward;0;13;John G. Blystone;2;2;Joseph M. Schenck;2;Jean C. Havez;none
702;Vivien Leigh;1;Marlon Brando;2;Kim Hunter;1;Karl Malden;2;Rudy Bond;2;19;Elia Kazan;2;1;Charles K. Feldman;1;Tennessee Williams;David Weisbart
703;Woody Allen;2;Diane Keaton;1;Tony Roberts;2;Carol Kane;1;Paul Simon;2;48;Woody Allen;2;1;Charles H. Joffe;3;Woody Allen;Ralph Rosenblum
704;John Lennon;0;Paul McCartney;2;George Harrison;2;Ringo Starr;2;Wilfrid Brambell;2;14;Richard Lester;0;1;Walter Shenson;2;Alun Owen;John Jympson
705;Bette Davis;1;Anne Baxter;1;George Sanders;2;Celeste Holm;1;Gary Merrill;2;21;Joseph L. Mankiewicz;2;1;Darryl F. Zanuck;1;Joseph L. Mankiewicz;Barbara McLean
706;Hanna Schygulla;1;Wolfgang Schenck;0;Ulli Lommel;0;Lilo Pempeit;1;Herbert Steinmetz;0;17;Rainer Werner Fassbinder;2;1;Rainer Werner Fassbinder;1;Rainer Werner Fassbinder;Thea Eymèsz
707;Roger Moore;2;Christopher Walken;2;Tanya Roberts;1;Grace Jones;1;Patrick Macnee;2;42;John Glen;2;1;Albert R. Broccoli;3;Richard Maibaum;Peter Davies
708;Timothy Dalton;2;Maryam d'Abo;1;Jeroen Krabbé;0;Joe Don Baker;2;John Rhys-Davies;2;49;John Glen;2;1;Albert R. Broccoli;3;Richard Maibaum;Peter Davies
709;Timothy Dalton;2;Carey Lowell;1;Robert Davi;2;Talisa Soto;1;Anthony Zerbe;2;19;John Glen;2;1;Albert R. Broccoli;3;Richard Maibaum;John Grover
710;Pierce Brosnan;2;Sean Bean;2;Izabella Scorupco;1;Famke Janssen;1;Joe Don Baker;2;20;Martin Campbell;2;1;Barbara Broccoli;3;Jeffrey Caine;Terry Rawlings
711;Sean Connery;2;Rob Brown;2;F. Murray Abraham;2;Anna Paquin;1;Busta Rhymes;2;13;Gus Van Sant;2;1;Sean Connery;5;Mike Rich;Valdís Óskarsdóttir
712;Hugh Grant;2;Andie MacDowell;1;James Fleet;2;Simon Callow;2;John Hannah;2;29;Mike Newell;2;1;Duncan Kenworthy;1;Richard Curtis;Jon Gregory
713;Holly Hunter;1;Harvey Keitel;2;Sam Neill;2;Anna Paquin;1;Cliff Curtis;2;15;Jane Campion;1;1;Alain Depardieu;2;Jane Campion;Veronika Jenet
714;Pierce Brosnan;2;Jonathan Pryce;2;Michelle Yeoh;1;Teri Hatcher;1;Ricky Jay;2;34;Roger Spottiswoode;2;1;Barbara Broccoli;2;Bruce Feirstein;Michel Arcand
742;Lisa Lindgren;0;Michael Nyqvist;2;Emma Samuelsson;0;Sam Kessel;0;Gustaf Hammarsten;0;19;Lukas Moodysson;2;1;Lars Jönsson;1;Lukas Moodysson;Michal Leszczylowski
743;Joachim Król;0;Outi Mäenpää;0;Peter Lohmeyer;0;Jochen Nickel;2;Nina Petri;0;16;Peter Lichtefeld;2;1;Claes Olsson;2;Peter Lichtefeld;Bernd Euscher
744;Tom Cruise;2;Kelly McGillis;1;Val Kilmer;2;Anthony Edwards;2;Tom Skerritt;2;15;Tony Scott;2;1;Jerry Bruckheimer;2;Jim Cash;Chris Lebenzon
745;Bruce Willis;2;Toni Collette;1;Olivia Williams;1;Haley Joel Osment;2;Donnie Wahlberg;2;51;M. Night Shyamalan;2;1;Kathleen Kennedy;3;none;Andrew Mondshein
746;John Lone;2;Peter O'Toole;2;Joan Chen;1;Dennis Dun;2;Ryuichi Sakamoto;2;28;Bernardo Bertolucci;2;1;John Daly;4;Mark Peploe;Gabriella Cristiani
747;Simon Pegg;2;Nick Frost;2;Kate Ashfield;1;Lucy Davis;1;Dylan Moran;2;22;Edgar Wright;2;1;Nira Park;1;Simon Pegg;Chris Dickens
750;Margaret Rutherford;1;Arthur Kennedy;0;Muriel Pavlow;1;James Robertson Justice;2;Thorley Walters;2;21;George Pollock;2;1;George H. Brown;1;David D. Osborn;Ernest Walter
751;Margaret Rutherford;1;Stringer Davis;2;Robert Morley;2;Flora Robson;1;Charles Tingwell;2;16;George Pollock;2;1;Lawrence P. Bachmann;2;James P. Cavanagh;Bert Rule
752;Natalie Portman;1;Hugo Weaving;2;Stephen Rea;2;Stephen Fry;2;John Hurt;2;77;James McTeigue;2;1;Lana Wachowski;5;Lilly Wachowski;Martin Walsh
753;Gena Rowlands;1;John Marley;2;Lynn Carlin;1;Seymour Cassel;2;Fred Draper;2;12;John Cassavetes;2;1;John Cassavetes;3;John Cassavetes;John Cassavetes
754;John Travolta;2;Nicolas Cage;2;Joan Allen;1;Alessandro Nivola;2;Gina Gershon;1;22;John Woo;2;1;Terence Chang;4;none;Steven Kemper
755;George Clooney;2;Quentin Tarantino;2;Harvey Keitel;2;Juliette Lewis;1;Ernest Liu;0;33;Robert Rodriguez;0;1;Gianni Nunnari;2;Quentin Tarantino;Robert Rodriguez
756;none;0;Deems Taylor;0;Walt Disney;2;none;0;Julietta Novis;0;3;Samuel Armstrong;2;12;Walt Disney;1;none;Stephen Csillag
757;Margaret Rutherford;1;Ron Moody;2;Charles Tingwell;2;Andrew Cruickshank;2;Megs Jenkins;1;8;George Pollock;2;1;Ben Arbeid;1;David Pursall;Ernest Walter
758;Margaret Rutherford;1;Stringer Davis;2;Lionel Jeffries;0;Charles Tingwell;2;William Mervyn;2;9;George Pollock;2;1;Ben Arbeid;2;David Pursall;Ernest Walter
759;Jane Russell;1;Marilyn Monroe;1;Charles Coburn;2;Elliott Reid;0;Tommy Noonan;2;20;Howard Hawks;0;1;Sol C. Siegel;1;Charles Lederer;Hugh S. Fowler
760;Louis de Funès;2;Suzy Delair;0;Claude Giraud;0;Henri Guybet;2;Marcel Dalio;2;30;Gérard Oury;2;1;Bertrand Javal;1;Josy Eisenberg;Albert Jurgenson
761;Louis de Funès;2;Coluche;2;Claude Gensac;1;Ann Zacharias;0;Julien Guiomar;2;15;Claude Zidi;2;1;Christian Fechner;1;Claude Zidi;Monique Isnardon
762;Graham Chapman;2;John Cleese;0;Terry Gilliam;2;Eric Idle;2;Terry Jones;2;19;Terry Gilliam;2;2;Mark Forstater;2;none;John Hackney
763;Tim Balme;0;Diana Peñalver;1;Elizabeth Moody;1;Ian Watkin;2;Brenda Kendall;1;16;Peter Jackson;2;1;Jim Booth;1;Peter Jackson;Jamie Selkirk
764;Bruce Campbell;2;Ellen Sandweiss;1;Richard DeManincor;0;Betsy Baker;1;Theresa Tilly;1;10;Sam Raimi;2;1;Robert Tapert;2;Sam Raimi;Edna Ruth Paul
765;Bruce Campbell;2;Sarah Berry;0;Dan Hicks;0;Kassie DePaiva;0;Denise Bixler;0;9;Sam Raimi;2;1;Robert Tapert;1;Sam Raimi;Kaye Davis
766;Bruce Campbell;2;Embeth Davidtz;1;Marcus Gilbert;2;Ian Abercrombie;2;Richard Grove;2;11;Sam Raimi;2;1;Bruce Campbell;2;Sam Raimi;Sonny Baskin
767;Daniel Radcliffe;2;Rupert Grint;2;Emma Watson;1;Tom Felton;2;Michael Gambon;2;49;David Yates;2;1;David Heyman;3;Steve Kloves;Mark Day
768;Johnny Depp;2;Heather Graham;1;Ian Holm;2;Robbie Coltrane;2;Ian Richardson;2;26;Albert Hughes;2;2;Jane Hamsher;2;Terry Hayes;George Bowers
769;Robert De Niro;2;Ray Liotta;2;Joe Pesci;2;Lorraine Bracco;0;Paul Sorvino;2;71;Martin Scorsese;2;1;Irwin Winkler;1;Martin Scorsese;Thelma Schoonmaker
770;Vivien Leigh;1;Clark Gable;2;Olivia de Havilland;1;Thomas Mitchell;2;Leslie Howard;0;132;Victor Fleming;0;1;David O. Selznick;1;Sidney Howard;James E. Newcom
771;Macaulay Culkin;2;Joe Pesci;2;Daniel Stern;2;John Heard;2;Catherine O'Hara;0;31;Chris Columbus;2;1;John Hughes;1;John Hughes;Raja Gosnell
772;Macaulay Culkin;2;Joe Pesci;2;Catherine O'Hara;0;Daniel Stern;2;John Heard;2;18;Chris Columbus;2;1;John Hughes;1;John Hughes;Raja Gosnell
773;Greg Kinnear;2;Toni Collette;1;Steve Carell;2;Paul Dano;2;Abigail Breslin;1;27;Jonathan Dayton;2;2;Peter Saraf;5;none;Pamela Martin
774;none;0;none;0;none;0;none;0;none;0;0;Louis Lumière;0;1;none;0;none;none
775;Georges Méliès;0;Henri Delannoy;0;Bleuette Bernon;1;Brunnet;0;Victor André;0;11;Georges Méliès;0;1;Georges Méliès;1;Georges Méliès;Georges Méliès
776;Nora Gregor;1;Paulette Dubost;1;Mila Parély;0;Odette Talazac;1;Claire Gérard;0;26;Jean Renoir;2;1;none;0;Jean Renoir;Marthe Huguet
777;Jean Gabin;0;Dita Parlo;1;Pierre Fresnay;2;Erich von Stroheim;0;none;0;11;Jean Renoir;2;1;Albert Pinkovitch;2;Jean Renoir;Marthe Huguet
778;Jacques Tati;2;Nathalie Pascaud;0;Micheline Rolla;0;Valentine Camax;0;Louis Perrault;0;10;Jacques Tati;2;1;Jacques Tati;2;Jacques Tati;none
779;Julian West;2;Sybille Schmitz;1;Rena Mandel;0;Jan Hieronimko;0;Maurice Schutz;2;6;Carl Th. Dreyer;2;1;Julian West;2;Christen Jul;Paul Falkenberg
780;Maria Falconetti;0;Eugene Silvain;2;André Berley;0;Antonin Artaud;0;Jean d'Yd;0;17;Carl Th. Dreyer;2;1;none;0;Carl Th. Dreyer;Carl Th. Dreyer
781;Ulrich Matthes;2;Marie-Lou Sellem;1;Floriane Daniel;1;Heino Ferch;2;Josef Bierbichler;2;9;Tom Tykwer;2;1;Stefan Arndt;1;Tom Tykwer;Katja Dringenberg
782;Ethan Hawke;2;none;0;Jude Law;2;Gore Vidal;2;Uma Thurman;1;12;Andrew Niccol;2;1;Danny DeVito;3;Andrew Niccol;Lisa Zeno Churgin
783;Ben Kingsley;2;Candice Bergen;1;Edward Fox;2;John Gielgud;2;Trevor Howard;2;92;Richard Attenborough;2;1;Richard Attenborough;2;John Briley;John Bloom
784;Andrei Chalimon;2;Zdeněk Svěrák;2;Libuše Šafránková;1;Ondřej Vetchý;2;Stella Zázvorková;1;8;Jan Svěrák;0;1;Eric Abraham;2;Zdeněk Svěrák;Alois Fišárek
785;Hertha Thiele;0;Martha Wolter;0;Lilli Schoenborn;1;Ernst Busch;0;Adolf Fischer;0;8;Slatan Dudow;2;1;none;0;Bertolt Brecht;none
786;Kate Hudson;1;Billy Crudup;2;Frances McDormand;1;Jason Lee;2;Patrick Fugit;2;44;Cameron Crowe;2;1;Ian Bryce;6;Cameron Crowe;Joe Hutshing
787;Angelina Jolie;1;Brad Pitt;2;Vince Vaughn;2;Adam Brody;2;Kerry Washington;1;15;Doug Liman;2;1;Eric McLeod;6;Simon Kinberg;Michael Tronick
788;Robin Williams;2;Sally Field;1;Pierce Brosnan;2;Harvey Fierstein;2;Polly Holliday;1;24;Chris Columbus;2;1;Robin Williams;4;Randi Mayem Singer;Raja Gosnell
789;Václav Neckář;0;Josef Somr;2;Vlastimil Brodský;2;Vladimír Valenta;0;Alois Vachek;0;14;Jiří Menzel;2;1;Zdenek Oves;1;Jiří Menzel;Jirina Lukesová
790;Adrienne Barbeau;1;Jamie Lee Curtis;1;Janet Leigh;1;John Houseman;0;Tom Atkins;2;15;John Carpenter;2;1;Barry Bernardi;3;Debra Hill;Charles Bornstein
791;Tom Welling;2;Maggie Grace;1;Selma Blair;1;DeRay Davis;2;Kenneth Welsh;0;11;Rupert Wainwright;2;1;Randi Chernov;4;Cooper Layne;Dennis Virkler
792;Tom Berenger;2;Charlie Sheen;2;Willem Dafoe;2;Forest Whitaker;2;John C. McGinley;2;31;Oliver Stone;2;1;A. Kitman Ho;2;Oliver Stone;Claire Simpson
793;Isabella Rossellini;1;Kyle MacLachlan;2;Dennis Hopper;2;Laura Dern;1;Hope Lange;1;15;David Lynch;2;1;Fred C. Caruso;1;David Lynch;Duwayne Dunham
794;Gregory Peck;2;Lee Remick;1;David Warner;2;Billie Whitelaw;1;Harvey Stephens;0;32;Richard Donner;2;1;Harvey Bernhard;2;David Seltzer;Stuart Baird
795;Nicolas Cage;2;Meg Ryan;1;Andre Braugher;2;Dennis Franz;2;Colm Feore;2;16;Brad Silberling;0;1;Charles Roven;5;Wim Wenders;Lynzee Klingman
796;Sarah Michelle Gellar;1;Ryan Phillippe;2;Reese Witherspoon;1;Selma Blair;1;Louise Fletcher;1;20;Roger Kumble;2;1;Neal H. Moritz;1;Roger Kumble;Jeff Freeman
797;Bibi Andersson;1;Liv Ullmann;1;Margaretha Krook;1;Gunnar Björnstrand;2;Jörgen Lindström;0;5;Ingmar Bergman;2;1;Ingmar Bergman;1;Ingmar Bergman;Ulla Ryghe
798;Sabine Eggerth;1;Peter Feldt;0;Hertha Feiler;0;Paul Klinger;2;Annie Rosar;1;13;Thomas Engel;0;1;none;0;Maria von der Osten-Sacken;Anna Höllering
799;Elea Geissler;0;Max Felder;2;Juliane Köhler;1;August Zirner;2;Meret Becker;1;10;Caroline Link;1;1;Christoph Holch;4;Caroline Link;Patricia Rommel
800;Alfonso Mejía;2;Estela Inda;0;Miguel Inclán;2;Roberto Cobo;2;Alma Delia Fuentes;0;22;Luis Buñuel;2;1;Óscar Dancigers;3;Luis Buñuel;Carlos Savage
801;Robin Williams;2;Forest Whitaker;2;Tung Thanh Tran;0;Chintara Sukapatana;0;Bruno Kirby;2;15;Barry Levinson;2;1;Mark Johnson;2;none;Stu Linder
802;James Mason;2;Sue Lyon;1;Shelley Winters;1;Peter Sellers;2;Lois Maxwell;1;11;Stanley Kubrick;2;1;James B. Harris;1;Stanley Kubrick;Anthony Harvey
803;Michel Bouquet;2;Reinhard Heydrich;2;Heinrich Himmler;2;Adolf Hitler;2;Julius Streicher;2;5;Alain Resnais;2;1;Anatole Dauman;3;Jean Cayrol;Alain Resnais
804;Gregory Peck;2;Audrey Hepburn;0;Eddie Albert;2;Hartley Power;2;Harcourt Williams;2;29;William Wyler;2;1;William Wyler;2;Ian McLellan Hunter;Robert Swink
805;Mia Farrow;0;John Cassavetes;2;Ruth Gordon;1;Sidney Blackmer;2;Maurice Evans;2;18;Roman Polanski;2;1;William Castle;2;Roman Polanski;Sam O'Steen
806;Liev Schreiber;2;Julia Stiles;1;Seamus Davey-Fitzpatrick;2;David Thewlis;2;Pete Postlethwaite;2;17;John Moore;2;1;John Moore;3;David Seltzer;Dan Zimmerman
